Produto,Estoque,Vendidos,Data_de_vendas,Vendedor,cidade,latitude,longitude,Preco_kg,Faturamento,Não_vendidos
Café,693,693,2025-06-06,Maria,Rio de Janeiro,-22.906847,-43.172896,38.57,26729.01,26729.01
Arroz,446,273,2025-06-07,Ana,Fortaleza,-3.71722,-38.5434,1.56,425.88,695.76
Cana-de-açúcar,25,161,2025-06-08,Maria,Porto Alegre,-30.034647,-51.217658,1.28,206.08,32.0
Trigo,498,348,2025-06-09,Ana,Salvador,-12.971399,-38.501305,1.42,494.16,707.16
Milho,556,230,2025-06-10,João,Curitiba,-25.428954,-49.267137,1.09,250.7,606.0400000000001
Algodão,869,384,2025-06-11,Fernanda,São Paulo,-23.55052,-46.633308,17.68,6789.12,15363.92
Café,10,145,2025-06-12,João,Brasília,-15.794229,-47.882166,38.57,5592.65,385.7
Cana-de-açúcar,323,265,2025-06-13,Ricardo,São Paulo,-23.55052,-46.633308,1.28,339.2,413.44
Cana-de-açúcar,370,233,2025-06-14,Carlos,Manaus,-3.10194,-60.025,1.28,298.24,473.6
Milho,348,144,2025-06-15,Desconhecido,Salvador,-12.971399,-38.501305,1.09,156.96,379.3200000000001
Algodão,647,91,2025-06-16,Maria,Rio de Janeiro,-22.906847,-43.172896,17.68,1608.88,11438.96
Trigo,356,146,2025-06-17,Patrícia,Salvador,-12.971399,-38.501305,1.42,207.32,505.52
Cana-de-açúcar,100,373,2025-06-18,Ricardo,Fortaleza,-3.71722,-38.5434,1.28,477.44,128.0
Trigo,560,10,2025-06-19,Patrícia,Porto Alegre,-30.034647,-51.217658,1.42,14.2,795.1999999999999
Trigo,914,110,2025-06-20,João,Manaus,-3.10194,-60.025,1.42,156.2,1297.88
Café,386,191,2025-06-21,Ana,Porto Alegre,-30.034647,-51.217658,38.57,7366.87,14888.02
Milho,451,451,2025-06-22,Pedro,Manaus,-3.10194,-60.025,1.09,491.59,491.59
Cana-de-açúcar,988,244,2025-06-23,Maria,Fortaleza,-3.71722,-38.5434,1.28,312.32,1264.64
Trigo,815,417,2025-06-24,Ricardo,Curitiba,-25.428954,-49.267137,1.42,592.14,1157.3
Algodão,897,332,2025-06-25,Ricardo,Curitiba,-25.428954,-49.267137,17.68,5869.76,15858.96
Algodão,88,321,2025-06-26,Ana,Porto Alegre,-30.034647,-51.217658,17.68,5675.28,1555.84
Trigo,704,22,2025-06-27,Ana,Manaus,-3.10194,-60.025,1.42,31.24,999.68
Trigo,617,86,2025-06-28,João,Manaus,-3.10194,-60.025,1.42,122.12,876.14
Milho,982,194,2025-06-29,Fernanda,Salvador,-12.971399,-38.501305,1.09,211.46,1070.38
Trigo,867,246,2025-06-30,Ana,Curitiba,-25.428954,-49.267137,1.42,349.32,1231.14
Café,199,199,2025-07-01,Ricardo,Salvador,-12.971399,-38.501305,38.57,7675.43,7675.43
Cana-de-açúcar,869,444,2025-07-02,Patrícia,Curitiba,-25.428954,-49.267137,1.28,568.32,1112.32
Cana-de-açúcar,52,160,2025-07-03,Patrícia,Curitiba,-25.428954,-49.267137,1.28,204.8,66.56
Café,156,35,2025-07-04,Carlos,Salvador,-12.971399,-38.501305,38.57,1349.95,6016.92
Arroz,697,211,2025-07-05,Pedro,Rio de Janeiro,-22.906847,-43.172896,1.56,329.16,1087.32
Cana-de-açúcar,810,75,2025-07-06,Ricardo,Porto Alegre,-30.034647,-51.217658,1.28,96.0,1036.8
Trigo,258,52,2025-07-07,Fernanda,Recife,-8.04756,-34.877,1.42,73.84,366.36
Trigo,346,372,2025-07-08,Ricardo,Curitiba,-25.428954,-49.267137,1.42,528.24,491.32
Cana-de-açúcar,728,184,2025-07-09,Ricardo,Manaus,-3.10194,-60.025,1.28,235.52,931.84
Algodão,100,372,2025-07-10,Ricardo,Fortaleza,-3.71722,-38.5434,17.68,6576.96,1768.0
Soja,295,392,2025-07-11,Ana,Curitiba,-25.428954,-49.267137,2.33,913.36,687.35
Cana-de-açúcar,998,998,2025-07-12,Maria,Fortaleza,-3.71722,-38.5434,1.28,1277.44,1277.44
Algodão,204,80,2025-07-13,João,Recife,-8.04756,-34.877,17.68,1414.4,3606.72
Milho,206,110,2025-07-14,João,Rio de Janeiro,-22.906847,-43.172896,1.09,119.9,224.54
Arroz,829,422,2025-07-15,Patrícia,Recife,-8.04756,-34.877,1.56,658.32,1293.24
Soja,420,420,2025-07-16,Ricardo,Brasília,-15.794229,-47.882166,2.33,978.6,978.6
Soja,341,93,2025-07-17,Ricardo,Salvador,-12.971399,-38.501305,2.33,216.69,794.53
Trigo,618,234,2025-07-18,João,Porto Alegre,-30.034647,-51.217658,1.42,332.28,877.56
Soja,178,279,2025-07-19,Patrícia,Rio de Janeiro,-22.906847,-43.172896,2.33,650.07,414.74
Arroz,599,305,2025-07-20,João,Recife,-8.04756,-34.877,1.56,475.8,934.44
Milho,191,191,2025-07-21,Patrícia,Fortaleza,-3.71722,-38.5434,1.09,208.19000000000003,208.19000000000003
Algodão,859,484,2025-07-22,Ricardo,São Paulo,-23.55052,-46.633308,17.68,8557.119999999999,15187.12
Algodão,249,15,2025-07-23,Pedro,Manaus,-3.10194,-60.025,17.68,265.2,4402.32
Cana-de-açúcar,23,408,2025-07-24,Pedro,Porto Alegre,-30.034647,-51.217658,1.28,522.24,29.44
Trigo,200,395,2025-07-25,Desconhecido,Brasília,-15.794229,-47.882166,1.42,560.9,284.0
Soja,58,79,2025-07-26,Ana,Recife,-8.04756,-34.877,2.33,184.07,135.14
Arroz,24,127,2025-07-27,Maria,Porto Alegre,-30.034647,-51.217658,1.56,198.12,37.44
Cana-de-açúcar,59,241,2025-07-28,Patrícia,Brasília,-15.794229,-47.882166,1.28,308.48,75.52
Café,257,417,2025-07-29,Maria,Rio de Janeiro,-22.906847,-43.172896,38.57,16083.69,9912.49
Soja,881,142,2025-07-30,Patrícia,Belo Horizonte,-19.924502,-43.935237,2.33,330.86,2052.73
Café,702,357,2025-07-31,Pedro,Brasília,-15.794229,-47.882166,38.57,13769.49,27076.14
Arroz,606,94,2025-08-01,Maria,São Paulo,-23.55052,-46.633308,1.56,146.64,945.36
Milho,314,314,2025-08-02,Desconhecido,Salvador,-12.971399,-38.501305,1.09,342.26000000000005,342.26000000000005
Cana-de-açúcar,953,478,2025-08-03,Fernanda,Fortaleza,-3.71722,-38.5434,1.28,611.84,1219.84
Trigo,474,122,2025-08-04,Carlos,Salvador,-12.971399,-38.501305,1.42,173.23999999999998,673.0799999999999
Algodão,678,294,2025-08-05,Patrícia,Salvador,-12.971399,-38.501305,17.68,5197.92,11987.04
Arroz,72,72,2025-08-06,João,São Paulo,-23.55052,-46.633308,1.56,112.32,112.32
Milho,315,315,2025-08-07,Ana,Recife,-8.04756,-34.877,1.09,343.35,343.35
Milho,527,141,2025-08-08,Patrícia,Recife,-8.04756,-34.877,1.09,153.69,574.4300000000001
Café,956,130,2025-08-09,Ana,Salvador,-12.971399,-38.501305,38.57,5014.1,36872.92
Soja,383,383,2025-08-10,Desconhecido,São Paulo,-23.55052,-46.633308,2.33,892.39,892.39
Soja,992,215,2025-08-11,Carlos,Curitiba,-25.428954,-49.267137,2.33,500.95,2311.36
Soja,381,87,2025-08-12,Fernanda,Porto Alegre,-30.034647,-51.217658,2.33,202.71,887.73
Café,102,269,2025-08-13,Patrícia,Salvador,-12.971399,-38.501305,38.57,10375.33,3934.14
Milho,289,210,2025-08-14,Maria,Brasília,-15.794229,-47.882166,1.09,228.9,315.01000000000005
Trigo,694,128,2025-08-15,João,Curitiba,-25.428954,-49.267137,1.42,181.76,985.48
Trigo,154,154,2025-08-16,Fernanda,Manaus,-3.10194,-60.025,1.42,218.68,218.68
Milho,21,449,2025-08-17,Ana,Belo Horizonte,-19.924502,-43.935237,1.09,489.41,22.89
Algodão,286,486,2025-08-18,Patrícia,Curitiba,-25.428954,-49.267137,17.68,8592.48,5056.48
Algodão,472,438,2025-08-19,Pedro,Porto Alegre,-30.034647,-51.217658,17.68,7743.84,8344.96
Soja,250,220,2025-08-20,Fernanda,Belo Horizonte,-19.924502,-43.935237,2.33,512.6,582.5
Arroz,636,110,2025-08-21,Ricardo,Curitiba,-25.428954,-49.267137,1.56,171.6,992.16
Café,795,260,2025-08-22,Patrícia,Brasília,-15.794229,-47.882166,38.57,10028.2,30663.15
Soja,585,75,2025-08-23,Desconhecido,Brasília,-15.794229,-47.882166,2.33,174.75,1363.05
Arroz,365,228,2025-08-24,Carlos,Salvador,-12.971399,-38.501305,1.56,355.68,569.4
Cana-de-açúcar,367,294,2025-08-25,Pedro,Manaus,-3.10194,-60.025,1.28,376.32,469.76
Trigo,559,287,2025-08-26,João,São Paulo,-23.55052,-46.633308,1.42,407.54,793.78
Café,626,256,2025-08-27,Pedro,Rio de Janeiro,-22.906847,-43.172896,38.57,9873.92,24144.82
Algodão,156,315,2025-08-28,Pedro,São Paulo,-23.55052,-46.633308,17.68,5569.2,2758.08
Soja,299,299,2025-08-29,Ana,Curitiba,-25.428954,-49.267137,2.33,696.6700000000001,696.6700000000001
Milho,999,137,2025-08-30,Carlos,Curitiba,-25.428954,-49.267137,1.09,149.33,1088.91
Cana-de-açúcar,330,86,2025-08-31,João,Belo Horizonte,-19.924502,-43.935237,1.28,110.08,422.4
Cana-de-açúcar,774,240,2025-09-01,Maria,Manaus,-3.10194,-60.025,1.28,307.2,990.72
Algodão,619,619,2025-09-02,Patrícia,Manaus,-3.10194,-60.025,17.68,10943.92,10943.92
Trigo,855,462,2025-09-03,Carlos,Porto Alegre,-30.034647,-51.217658,1.42,656.04,1214.1
Milho,453,220,2025-09-04,Ricardo,Curitiba,-25.428954,-49.267137,1.09,239.8,493.77
Milho,927,2,2025-09-05,Ana,Recife,-8.04756,-34.877,1.09,2.18,1010.43
Algodão,16,412,2025-09-06,Fernanda,Recife,-8.04756,-34.877,17.68,7284.16,282.88
Milho,197,326,2025-09-07,Fernanda,Rio de Janeiro,-22.906847,-43.172896,1.09,355.34000000000003,214.73
Algodão,423,205,2025-09-08,Fernanda,Porto Alegre,-30.034647,-51.217658,17.68,3624.4,7478.64
Café,125,458,2025-09-09,Pedro,Curitiba,-25.428954,-49.267137,38.57,17665.06,4821.25
Arroz,966,481,2025-09-10,Carlos,Rio de Janeiro,-22.906847,-43.172896,1.56,750.36,1506.96
Soja,472,384,2025-09-11,Ricardo,Salvador,-12.971399,-38.501305,2.33,894.72,1099.76
Algodão,498,498,2025-09-12,Ricardo,Salvador,-12.971399,-38.501305,17.68,8804.64,8804.64
Café,575,13,2025-09-13,Ricardo,Porto Alegre,-30.034647,-51.217658,38.57,501.41,22177.75
Milho,75,107,2025-09-14,Patrícia,Manaus,-3.10194,-60.025,1.09,116.63,81.75
Milho,270,300,2025-09-15,Ana,Belo Horizonte,-19.924502,-43.935237,1.09,327.0,294.3
Cana-de-açúcar,850,429,2025-09-16,Carlos,Rio de Janeiro,-22.906847,-43.172896,1.28,549.12,1088.0
Café,167,167,2025-09-17,Pedro,Fortaleza,-3.71722,-38.5434,38.57,6441.19,6441.19
Cana-de-açúcar,190,190,2025-09-18,Maria,Manaus,-3.10194,-60.025,1.28,243.2,243.2
Soja,158,158,2025-09-19,Ricardo,Curitiba,-25.428954,-49.267137,2.33,368.14,368.14
Algodão,850,302,2025-09-20,Ricardo,Rio de Janeiro,-22.906847,-43.172896,17.68,5339.36,15028.0
Milho,314,314,2025-09-21,Maria,São Paulo,-23.55052,-46.633308,1.09,342.26000000000005,342.26000000000005
Milho,921,332,2025-09-22,Fernanda,Brasília,-15.794229,-47.882166,1.09,361.88000000000005,1003.89
Algodão,954,394,2025-09-23,Pedro,Manaus,-3.10194,-60.025,17.68,6965.92,16866.72
Milho,432,171,2025-09-24,Pedro,Brasília,-15.794229,-47.882166,1.09,186.39,470.88000000000005
Café,927,472,2025-09-25,Fernanda,Salvador,-12.971399,-38.501305,38.57,18205.04,35754.39
Algodão,60,60,2025-09-26,João,Belo Horizonte,-19.924502,-43.935237,17.68,1060.8,1060.8
Arroz,20,343,2025-09-27,João,Manaus,-3.10194,-60.025,1.56,535.08,31.200000000000003
Algodão,447,141,2025-09-28,Carlos,Salvador,-12.971399,-38.501305,17.68,2492.88,7902.96
Algodão,449,161,2025-09-29,Fernanda,Recife,-8.04756,-34.877,17.68,2846.48,7938.32
Milho,630,215,2025-09-30,Ana,Belo Horizonte,-19.924502,-43.935237,1.09,234.35,686.7
Algodão,540,108,2025-10-01,Maria,São Paulo,-23.55052,-46.633308,17.68,1909.44,9547.2
Trigo,468,72,2025-10-02,Patrícia,Brasília,-15.794229,-47.882166,1.42,102.24,664.56
Soja,256,112,2025-10-03,Pedro,Brasília,-15.794229,-47.882166,2.33,260.96000000000004,596.48
Arroz,508,235,2025-10-04,Maria,Rio de Janeiro,-22.906847,-43.172896,1.56,366.6,792.48
Cana-de-açúcar,719,29,2025-10-05,Maria,Recife,-8.04756,-34.877,1.28,37.12,920.32
Soja,320,320,2025-10-06,Patrícia,Fortaleza,-3.71722,-38.5434,2.33,745.6,745.6
Café,690,123,2025-10-07,Ricardo,Manaus,-3.10194,-60.025,38.57,4744.11,26613.3
Soja,945,423,2025-10-08,Ana,Fortaleza,-3.71722,-38.5434,2.33,985.59,2201.85
Soja,764,297,2025-10-09,Fernanda,Curitiba,-25.428954,-49.267137,2.33,692.01,1780.12
Soja,237,259,2025-10-10,Fernanda,Curitiba,-25.428954,-49.267137,2.33,603.47,552.21
Soja,178,178,2025-10-11,Maria,Brasília,-15.794229,-47.882166,2.33,414.74,414.74
Cana-de-açúcar,446,195,2025-10-12,Ricardo,Brasília,-15.794229,-47.882166,1.28,249.6,570.88
Café,814,474,2025-10-13,Pedro,Salvador,-12.971399,-38.501305,38.57,18282.18,31395.98
Café,383,383,2025-10-14,Carlos,Manaus,-3.10194,-60.025,38.57,14772.31,14772.31
Trigo,989,989,2025-10-14,Patrícia,São Paulo,-23.55052,-46.633308,1.42,1404.38,1404.38
Cana-de-açúcar,341,341,2025-10-16,João,Belo Horizonte,-19.924502,-43.935237,1.28,436.48,436.48
Milho,845,429,2025-10-17,Maria,Salvador,-12.971399,-38.501305,1.09,467.61,921.05
Trigo,951,87,2025-10-18,Maria,Porto Alegre,-30.034647,-51.217658,1.42,123.54,1350.4199999999998
Soja,405,485,2025-10-19,Ana,Recife,-8.04756,-34.877,2.33,1130.05,943.65
Trigo,615,268,2025-10-20,Ana,Recife,-8.04756,-34.877,1.42,380.56,873.3
Trigo,616,74,2025-10-21,João,Porto Alegre,-30.034647,-51.217658,1.42,105.08,874.7199999999999
Trigo,515,457,2025-10-22,João,Curitiba,-25.428954,-49.267137,1.42,648.9399999999999,731.3
Trigo,831,136,2025-10-23,João,São Paulo,-23.55052,-46.633308,1.42,193.12,1180.02
Soja,139,139,2025-10-24,Maria,São Paulo,-23.55052,-46.633308,2.33,323.87,323.87
Café,971,461,2025-10-25,Ana,Rio de Janeiro,-22.906847,-43.172896,38.57,17780.77,37451.47
Arroz,58,125,2025-10-26,Fernanda,Recife,-8.04756,-34.877,1.56,195.0,90.48
Arroz,710,66,2025-10-27,Ricardo,Porto Alegre,-30.034647,-51.217658,1.56,102.96,1107.6
Arroz,616,175,2025-10-28,Ricardo,Rio de Janeiro,-22.906847,-43.172896,1.56,273.0,960.96
Arroz,305,146,2025-10-29,Fernanda,Recife,-8.04756,-34.877,1.56,227.76,475.8
Algodão,773,162,2025-10-30,Carlos,Brasília,-15.794229,-47.882166,17.68,2864.16,13666.64
Cana-de-açúcar,391,259,2025-10-31,Ricardo,Rio de Janeiro,-22.906847,-43.172896,1.28,331.52,500.48
Trigo,509,251,2025-11-01,Patrícia,São Paulo,-23.55052,-46.633308,1.42,356.42,722.78
Cana-de-açúcar,577,351,2025-11-02,Carlos,Recife,-8.04756,-34.877,1.28,449.28,738.5600000000001
Trigo,844,844,2025-11-03,João,São Paulo,-23.55052,-46.633308,1.42,1198.48,1198.48
Soja,419,165,2025-11-04,Ricardo,Fortaleza,-3.71722,-38.5434,2.33,384.45,976.27
Arroz,286,396,2025-11-05,Pedro,Recife,-8.04756,-34.877,1.56,617.76,446.16
Milho,9,324,2025-11-06,Carlos,Salvador,-12.971399,-38.501305,1.09,353.16,9.81
Café,901,291,2025-11-07,Carlos,Rio de Janeiro,-22.906847,-43.172896,38.57,11223.87,34751.57
Soja,381,241,2025-11-08,Ricardo,Porto Alegre,-30.034647,-51.217658,2.33,561.53,887.73
Arroz,469,436,2025-11-09,Ana,Rio de Janeiro,-22.906847,-43.172896,1.56,680.16,731.64
Café,588,325,2025-11-10,João,Brasília,-15.794229,-47.882166,38.57,12535.25,22679.16
Café,785,464,2025-11-11,Carlos,Belo Horizonte,-19.924502,-43.935237,38.57,17896.48,30277.45
Trigo,450,443,2025-11-12,Ricardo,Porto Alegre,-30.034647,-51.217658,1.42,629.06,639.0
Trigo,271,282,2025-11-13,Ricardo,Curitiba,-25.428954,-49.267137,1.42,400.44,384.82
Algodão,330,218,2025-11-14,Carlos,Belo Horizonte,-19.924502,-43.935237,17.68,3854.24,5834.4
Café,141,141,2025-11-15,João,Brasília,-15.794229,-47.882166,38.57,5438.37,5438.37
Café,570,128,2025-11-16,João,Salvador,-12.971399,-38.501305,38.57,4936.96,21984.9
Algodão,623,233,2025-11-17,Patrícia,Curitiba,-25.428954,-49.267137,17.68,4119.44,11014.64
Milho,890,14,2025-11-18,Fernanda,Recife,-8.04756,-34.877,1.09,15.260000000000002,970.1
Café,445,301,2025-11-19,Fernanda,Recife,-8.04756,-34.877,38.57,11609.57,17163.65
Trigo,397,397,2025-11-20,João,Porto Alegre,-30.034647,-51.217658,1.42,563.74,563.74
Trigo,588,186,2025-11-21,Pedro,Curitiba,-25.428954,-49.267137,1.42,264.12,834.9599999999999
Algodão,817,103,2025-11-22,Fernanda,Recife,-8.04756,-34.877,17.68,1821.04,14444.56
Cana-de-açúcar,134,343,2025-11-23,Ricardo,Curitiba,-25.428954,-49.267137,1.28,439.04,171.52
Café,516,22,2025-11-24,Fernanda,Brasília,-15.794229,-47.882166,38.57,848.54,19902.12
Soja,458,4,2025-11-25,Fernanda,Porto Alegre,-30.034647,-51.217658,2.33,9.32,1067.14
Cana-de-açúcar,429,36,2025-11-26,Ricardo,São Paulo,-23.55052,-46.633308,1.28,46.08,549.12
Soja,666,110,2025-11-27,Maria,Fortaleza,-3.71722,-38.5434,2.33,256.3,1551.78
Arroz,371,371,2025-11-28,Desconhecido,Porto Alegre,-30.034647,-51.217658,1.56,578.76,578.76
Algodão,396,492,2025-11-29,Carlos,Rio de Janeiro,-22.906847,-43.172896,17.68,8698.56,7001.28
Algodão,947,301,2025-11-30,Desconhecido,Fortaleza,-3.71722,-38.5434,17.68,5321.68,16742.96
Cana-de-açúcar,618,82,2025-12-01,Pedro,São Paulo,-23.55052,-46.633308,1.28,104.96,791.04
Arroz,332,395,2025-12-02,Fernanda,Brasília,-15.794229,-47.882166,1.56,616.2,517.9200000000001
Trigo,537,123,2025-12-03,Ricardo,Manaus,-3.10194,-60.025,1.42,174.66,762.54
Café,556,132,2025-12-04,Desconhecido,Brasília,-15.794229,-47.882166,38.57,5091.24,21444.92
Arroz,775,301,2025-12-05,Ricardo,São Paulo,-23.55052,-46.633308,1.56,469.56,1209.0
Trigo,315,440,2025-12-06,João,Rio de Janeiro,-22.906847,-43.172896,1.42,624.8,447.3
Soja,751,192,2025-12-07,Maria,Recife,-8.04756,-34.877,2.33,447.36,1749.8300000000002
Arroz,49,240,2025-12-08,Ricardo,São Paulo,-23.55052,-46.633308,1.56,374.4,76.44
Algodão,409,220,2025-12-09,Ana,Rio de Janeiro,-22.906847,-43.172896,17.68,3889.6,7231.12
Trigo,607,361,2025-12-10,Desconhecido,Porto Alegre,-30.034647,-51.217658,1.42,512.62,861.9399999999999
Arroz,670,125,2025-12-11,Patrícia,Fortaleza,-3.71722,-38.5434,1.56,195.0,1045.2
Algodão,652,353,2025-12-12,Carlos,Recife,-8.04756,-34.877,17.68,6241.04,11527.36
Algodão,437,150,2025-12-13,Fernanda,Manaus,-3.10194,-60.025,17.68,2652.0,7726.16
Arroz,627,383,2025-12-14,Pedro,São Paulo,-23.55052,-46.633308,1.56,597.48,978.12
Café,107,76,2025-12-15,Patrícia,São Paulo,-23.55052,-46.633308,38.57,2931.32,4126.99
Arroz,766,36,2025-12-16,João,Porto Alegre,-30.034647,-51.217658,1.56,56.16,1194.96
Algodão,833,158,2025-12-17,Patrícia,Rio de Janeiro,-22.906847,-43.172896,17.68,2793.44,14727.44
Arroz,797,460,2025-12-18,Ana,Rio de Janeiro,-22.906847,-43.172896,1.56,717.6,1243.32
Milho,31,118,2025-12-19,Ana,Brasília,-15.794229,-47.882166,1.09,128.62,33.79
Café,398,66,2025-12-20,Maria,Brasília,-15.794229,-47.882166,38.57,2545.62,15350.86
Soja,622,345,2025-12-21,Carlos,Curitiba,-25.428954,-49.267137,2.33,803.85,1449.26
Trigo,548,410,2025-12-22,João,Manaus,-3.10194,-60.025,1.42,582.1999999999999,778.16
Arroz,671,671,2025-12-23,Desconhecido,Rio de Janeiro,-22.906847,-43.172896,1.56,1046.76,1046.76
Café,790,369,2025-12-24,Ricardo,Brasília,-15.794229,-47.882166,38.57,14232.33,30470.3
Milho,991,39,2025-12-25,Pedro,Rio de Janeiro,-22.906847,-43.172896,1.09,42.510000000000005,1080.19
Algodão,250,27,2025-12-26,Ricardo,Fortaleza,-3.71722,-38.5434,17.68,477.36,4420.0
Café,612,17,2025-12-27,Maria,Salvador,-12.971399,-38.501305,38.57,655.69,23604.84
Soja,341,472,2025-12-28,Patrícia,Recife,-8.04756,-34.877,2.33,1099.76,794.53
Cana-de-açúcar,446,483,2025-12-29,Fernanda,São Paulo,-23.55052,-46.633308,1.28,618.24,570.88
Milho,618,414,2025-12-30,Patrícia,Belo Horizonte,-19.924502,-43.935237,1.09,451.2600000000001,673.62
Soja,397,20,2025-12-31,Ricardo,Belo Horizonte,-19.924502,-43.935237,2.33,46.6,925.01
Milho,283,374,2025-12-31,Ricardo,Brasília,-15.794229,-47.882166,1.09,407.66,308.47
Arroz,968,369,2026-01-02,Fernanda,Curitiba,-25.428954,-49.267137,1.56,575.64,1510.0800000000002
Cana-de-açúcar,41,59,2026-01-03,João,Rio de Janeiro,-22.906847,-43.172896,1.28,75.52,52.48
Café,643,643,2026-01-04,Carlos,São Paulo,-23.55052,-46.633308,38.57,24800.51,24800.51
Cana-de-açúcar,936,167,2026-01-05,Ricardo,Manaus,-3.10194,-60.025,1.28,213.76,1198.08
Soja,636,105,2026-01-06,Patrícia,Rio de Janeiro,-22.906847,-43.172896,2.33,244.65,1481.88
Algodão,483,483,2026-01-07,Ana,Fortaleza,-3.71722,-38.5434,17.68,8539.44,8539.44
Soja,97,303,2026-01-08,Maria,Manaus,-3.10194,-60.025,2.33,705.99,226.01
Trigo,261,129,2026-01-09,Fernanda,Curitiba,-25.428954,-49.267137,1.42,183.18,370.62
Arroz,899,120,2026-01-10,Fernanda,São Paulo,-23.55052,-46.633308,1.56,187.2,1402.44
Algodão,49,109,2026-01-11,Ana,Curitiba,-25.428954,-49.267137,17.68,1927.12,866.3199999999999
Soja,578,245,2026-01-12,João,Manaus,-3.10194,-60.025,2.33,570.85,1346.74
Soja,918,918,2026-01-13,Ana,Fortaleza,-3.71722,-38.5434,2.33,2138.94,2138.94
Trigo,676,172,2026-01-14,Ricardo,Brasília,-15.794229,-47.882166,1.42,244.24,959.92
Milho,244,244,2026-01-15,Ricardo,Brasília,-15.794229,-47.882166,1.09,265.96000000000004,265.96000000000004
Arroz,848,848,2026-01-16,Maria,Salvador,-12.971399,-38.501305,1.56,1322.88,1322.88
Milho,666,129,2026-01-17,Pedro,Recife,-8.04756,-34.877,1.09,140.61,725.94
Algodão,40,60,2026-01-18,Ana,São Paulo,-23.55052,-46.633308,17.68,1060.8,707.2
Arroz,443,465,2026-01-19,Fernanda,Recife,-8.04756,-34.877,1.56,725.4,691.08
Milho,498,444,2026-01-20,Carlos,Brasília,-15.794229,-47.882166,1.09,483.96,542.82
Trigo,14,14,2026-01-21,Desconhecido,Manaus,-3.10194,-60.025,1.42,19.88,19.88
Algodão,816,319,2026-01-22,Maria,Manaus,-3.10194,-60.025,17.68,5639.92,14426.88
Café,799,339,2026-01-23,Ana,Rio de Janeiro,-22.906847,-43.172896,38.57,13075.23,30817.43
Café,24,258,2026-01-24,João,Brasília,-15.794229,-47.882166,38.57,9951.06,925.68
Trigo,36,92,2026-01-25,Maria,Belo Horizonte,-19.924502,-43.935237,1.42,130.64,51.12
Café,182,266,2026-01-26,Maria,São Paulo,-23.55052,-46.633308,38.57,10259.62,7019.74
Soja,674,88,2026-01-27,Desconhecido,Belo Horizonte,-19.924502,-43.935237,2.33,205.04,1570.42
Cana-de-açúcar,823,408,2026-01-28,Ricardo,Fortaleza,-3.71722,-38.5434,1.28,522.24,1053.44
Café,76,76,2026-01-29,Desconhecido,Belo Horizonte,-19.924502,-43.935237,38.57,2931.32,2931.32
Cana-de-açúcar,896,131,2026-01-30,Pedro,Curitiba,-25.428954,-49.267137,1.28,167.68,1146.88
Café,940,389,2026-01-31,Ana,Rio de Janeiro,-22.906847,-43.172896,38.57,15003.73,36255.8
Milho,825,260,2026-02-01,João,Recife,-8.04756,-34.877,1.09,283.40000000000003,899.2500000000001
Cana-de-açúcar,102,471,2026-02-02,Ana,Porto Alegre,-30.034647,-51.217658,1.28,602.88,130.56
Arroz,673,198,2026-02-03,Pedro,Belo Horizonte,-19.924502,-43.935237,1.56,308.88,1049.88
Trigo,160,378,2026-02-04,Carlos,Curitiba,-25.428954,-49.267137,1.42,536.76,227.2
Trigo,691,691,2026-02-05,Pedro,Belo Horizonte,-19.924502,-43.935237,1.42,981.22,981.22
Café,976,365,2026-02-06,Desconhecido,São Paulo,-23.55052,-46.633308,38.57,14078.05,37644.32
Soja,760,166,2026-02-07,Fernanda,Fortaleza,-3.71722,-38.5434,2.33,386.78,1770.8
Café,80,226,2026-02-08,Patrícia,São Paulo,-23.55052,-46.633308,38.57,8716.82,3085.6
Milho,991,338,2026-02-09,Patrícia,Fortaleza,-3.71722,-38.5434,1.09,368.42,1080.19
Arroz,132,276,2026-02-10,Ana,Belo Horizonte,-19.924502,-43.935237,1.56,430.56,205.92
Trigo,619,412,2026-02-11,Desconhecido,Salvador,-12.971399,-38.501305,1.42,585.04,878.9799999999999
Milho,756,8,2026-02-12,Patrícia,Fortaleza,-3.71722,-38.5434,1.09,8.72,824.0400000000001
Algodão,781,781,2026-02-13,Patrícia,Belo Horizonte,-19.924502,-43.935237,17.68,13808.08,13808.08
Arroz,439,310,2026-02-14,Maria,Rio de Janeiro,-22.906847,-43.172896,1.56,483.6,684.84
Arroz,200,314,2026-02-15,Carlos,São Paulo,-23.55052,-46.633308,1.56,489.84,312.0
Soja,528,133,2026-02-16,Carlos,Manaus,-3.10194,-60.025,2.33,309.89,1230.24
Milho,404,399,2026-02-17,Patrícia,Belo Horizonte,-19.924502,-43.935237,1.09,434.91,440.36
Algodão,295,56,2026-02-18,Carlos,Belo Horizonte,-19.924502,-43.935237,17.68,990.08,5215.6
Trigo,719,430,2026-02-19,Maria,Recife,-8.04756,-34.877,1.42,610.6,1020.98
Trigo,519,467,2026-02-20,Patrícia,São Paulo,-23.55052,-46.633308,1.42,663.14,736.98
Trigo,39,80,2026-02-21,Ana,Salvador,-12.971399,-38.501305,1.42,113.6,55.38
Soja,573,315,2026-02-22,Maria,Brasília,-15.794229,-47.882166,2.33,733.95,1335.09
Café,324,324,2026-02-23,Patrícia,Salvador,-12.971399,-38.501305,38.57,12496.68,12496.68
Soja,119,403,2026-02-24,Ricardo,Rio de Janeiro,-22.906847,-43.172896,2.33,938.99,277.27
